nome,metodo_descoberta,num_plan_sist,periodo_orbita,distancia,massa,raio_terra,ano_descoberta,num_luas,link,data_publicacao
Kepler-69 b,Transit,2,13.722341,746.33,0.81,2.24,2013,0,http://exoplanets.org/detail/Kepler-69_b,2013-05
Kepler-238 f,Transit,5,50.447,1897.73,,2.0,2013,0,,2014-02
Kepler-238 e,Transit,5,23.654,1897.73,,5.6,2013,0,,2014-02
Kepler-69 c,Transit,2,242.4613,746.33,0.81,1.71,2013,0,http://exoplanets.org/detail/Kepler-69_c,2013-05
KELT-3 b,Transit,1,2.70339,211.35,1.96,17.486,2013,0,,2013-08
Kepler-74 b,Transit,1,7.340711,1218.33,1.18,10.76,2013,0,http://exoplanets.org/detail/Kepler-74_b,2013-06
Kepler-75 b,Transit,1,8.8849116,855.5,0.91,11.77,2013,0,http://exoplanets.org/detail/Kepler-75_b,2013-06
Kepler-76 b,Orbital Brightness Modulation,1,1.5449298,842.87,1.2,15.244000000000002,2013,0,,2013-07
Kepler-77 b,Transit,1,3.57878087,570.0,0.95,10.761,2013,0,http://exoplanets.org/detail/Kepler-77_b,2013-09
Kepler-396 b,Transit,2,42.994,225.19,,3.5,2013,0,,2014-02
Kepler-350 c,Transit,3,17.849,983.79,,3.1,2013,0,,2014-02
Kepler-68 d,Radial Velocity,3,634.6,144.77,1.08,,2013,0,http://exoplanets.org/detail/Kepler-68_d,2013-03
Kepler-66 b,Transit,1,17.815815,1107.0,1.04,2.8,2013,0,,2013-07
Kepler-279 c,Transit,3,35.736,1069.2,,4.3,2013,0,,2014-02
WASP-75 b,Transit,1,2.484193,260.0,1.14,14.235,2013,0,,2013-11
HD 113337 b,Radial Velocity,1,324.0,36.22,1.4,,2013,0,http://exoplanets.org/detail/HD_113337_b,2014-01
ome Ser b,Radial Velocity,1,277.02,76.91,2.17,,2013,0,http://exoplanets.org/detail/omega_Ser_b,2013-08
HD 159243 c,Radial Velocity,2,248.4,73.46,1.12,,2013,0,http://exoplanets.org/detail/HD_159243_c,2014-03
HD 159243 b,Radial Velocity,2,12.62,73.46,1.12,,2013,0,http://exoplanets.org/detail/HD_159243_b,2014-03
tau Gem b,Radial Velocity,1,305.5,112.64,2.3,,2013,0,,2013-07
GJ 504 b,Imaging,1,,17.54,1.22,,2013,0,http://exoplanets.org/detail/GJ_504_b,2013-09
HD 109271 c,Radial Velocity,2,30.93,55.96,1.05,,2013,0,,2013-03
OGLE-2012-BLG-0406L b,Microlensing,1,,4970.0,0.44,,2013,0,,2014-02
HD 40307 f,Radial Velocity,5,51.76,12.94,0.77,,2013,0,,2013-01
HD 40307 g,Radial Velocity,5,197.8,12.94,0.77,,2013,0,,2013-01
HD 13908 c,Radial Velocity,2,931.0,79.73,1.29,,2013,0,http://exoplanets.org/detail/HD_13908_c,2014-03
MOA-2011-BLG-322L b,Microlensing,1,,7560.0,0.39,,2013,0,,2014-03
WASP-65 b,Transit,1,2.3114243,310.0,0.93,12.464,2013,0,,2013-11
HD 120084 b,Radial Velocity,1,2082.0,103.35,2.39,,2013,0,http://exoplanets.org/detail/HD_120084_b,2013-08
HD 13908 b,Radial Velocity,2,19.382,79.73,1.29,,2013,0,http://exoplanets.org/detail/HD_13908_b,2014-03
OGLE-2012-BLG-0358L b,Microlensing,1,,1760.0,0.02,,2013,0,,2013-11
MOA-2010-BLG-328L b,Microlensing,1,,810.0,0.11,,2013,0,,2013-12
HD 109271 b,Radial Velocity,2,7.8543,55.96,1.05,,2013,0,,2013-03
2MASS J01225093-2439505 b,Imaging,1,,36.0,0.4,,2013,0,,2013-08
ROXs 42 B b,Imaging,1,,135.0,1.0,,2013,0,,2014-01
ROXs 12 b,Imaging,1,,137.19,0.87,,2013,0,,2014-01
GJ 163 b,Radial Velocity,3,8.63182,15.14,0.4,,2013,0,http://exoplanets.org/detail/GJ_163_b,2013-08
GJ 163 c,Radial Velocity,3,25.63058,15.14,0.4,,2013,0,http://exoplanets.org/detail/GJ_163_c,2013-08
GJ 163 d,Radial Velocity,3,603.95116,15.14,0.4,,2013,0,http://exoplanets.org/detail/GJ_163_d,2013-08
HD 103774 b,Radial Velocity,1,5.8881,56.5,1.33,,2013,0,http://exoplanets.org/detail/HD_103774_b,2013-03
WASP-8 c,Radial Velocity,2,4323.0,90.19,1.34,,2013,0,,2014-04
GJ 328 b,Radial Velocity,1,4100.0,20.54,0.69,,2013,0,http://exoplanets.org/detail/GJ_328_b,2013-09
HD 233604 b,Radial Velocity,1,192.0,868.63,1.5,,2013,0,,2013-06
PH2 b,Transit,1,282.5255,347.27,0.94,10.12,2013,0,http://exoplanets.org/detail/PH-2_b,2013-10
91 Aqr b,Radial Velocity,1,181.4,44.08,1.4,,2013,0,http://exoplanets.org/detail/91_Aqr_b,2013-07
HD 106906 b,Imaging,1,,103.33,1.5,,2013,0,,2014-01
BD+15 2940 b,Radial Velocity,1,137.48,431.61,1.1,,2013,0,,2013-06
HATS-3 b,Transit,1,3.547851,453.0,1.21,15.48,2013,0,,2013-11
HD 285507 b,Radial Velocity,1,6.0881,45.09,0.82,,2013,0,,2014-05
HD 2952 b,Radial Velocity,1,311.60001,110.45,1.97,,2013,0,http://exoplanets.org/detail/HD_2952_b,2013-08
POTS-1 b,Transit,1,3.1606296,1200.0,0.69,10.548,2013,0,,2013-11
DENIS-P J082303.1-491201 b,Astrometry,1,246.36,20.77,0.07,,2013,0,,2013-08
HATS-2 b,Transit,1,1.354133,360.0,0.88,13.092,2013,0,http://exoplanets.org/detail/HATS-2_b,2013-10
MOA-2008-BLG-379L b,Microlensing,1,,3300.0,0.56,,2013,0,,2014-01
CoRoT-25 b,Transit,1,4.86069,1000.0,1.09,12.11,2013,0,http://exoplanets.org/detail/CoRoT-25_b,2013-07
GJ 667 C g,Radial Velocity,5,256.2,6.8,0.33,,2013,0,,2013-08
GJ 667 C e,Radial Velocity,5,62.24,6.8,0.33,,2013,0,,2013-08
BD-06 1339 b,Radial Velocity,2,3.8728,20.28,0.7,,2013,0,,2013-03
CoRoT-26 b,Transit,1,4.20474,1670.0,1.09,14.12,2013,0,http://exoplanets.org/detail/CoRoT-26_b,2013-07
GJ 667 C f,Radial Velocity,5,39.026,6.8,0.33,,2013,0,,2013-08
HD 65216 c,Radial Velocity,2,5370.0,35.16,0.87,,2013,0,,2013-09
Kepler-340 c,Transit,2,22.824669,827.41,,3.37,2014,0,http://exoplanets.org/detail/Kepler-340_c,2014-03
Kepler-341 c,Transit,4,8.01041,1079.46,,1.7,2014,0,http://exoplanets.org/detail/Kepler-341_c,2014-03
Kepler-150 e,Transit,5,30.826557,914.4,,3.12,2014,0,http://exoplanets.org/detail/Kepler-150_e,2014-03
Kepler-150 d,Transit,5,12.56093,914.4,,2.79,2014,0,http://exoplanets.org/detail/Kepler-150_d,2014-03
Kepler-150 c,Transit,5,7.381998,914.4,,3.69,2014,0,http://exoplanets.org/detail/Kepler-150_c,2014-03
GJ 180 b,Radial Velocity,3,17.133,11.94,0.43,,2014,0,,2014-06
Kepler-108 b,Transit,2,49.183921,729.0,,8.65,2014,0,http://exoplanets.org/detail/Kepler-108_b,2014-03
Kepler-340 b,Transit,2,14.844387,827.41,,2.53,2014,0,http://exoplanets.org/detail/Kepler-340_b,2014-03
Kepler-424 b,Transit,2,3.3118644,712.87,1.01,9.98,2014,0,,2014-11
Kepler-341 b,Transit,4,5.195528,1079.46,,1.18,2014,0,http://exoplanets.org/detail/Kepler-341_b,2014-03
Kepler-108 c,Transit,2,190.323494,729.0,,8.18,2014,0,http://exoplanets.org/detail/Kepler-108_c,2014-03
Kepler-150 b,Transit,5,3.428054,914.4,,1.25,2014,0,http://exoplanets.org/detail/Kepler-150_b,2014-03
HD 10442 b,Radial Velocity,1,1032.3,135.89,1.01,,2014,0,,2015-01
Kepler-341 d,Transit,4,27.666313,1079.46,,1.85,2014,0,http://exoplanets.org/detail/Kepler-341_d,2014-03
Kepler-341 e,Transit,4,42.473269,1079.46,,1.99,2014,0,http://exoplanets.org/detail/Kepler-341_e,2014-03
Kepler-342 b,Transit,4,15.170318,799.59,,2.25,2014,0,http://exoplanets.org/detail/Kepler-342_b,2014-03
Kepler-342 c,Transit,4,26.234138,799.59,,1.96,2014,0,http://exoplanets.org/detail/Kepler-342_c,2014-03
Kepler-342 d,Transit,4,39.459357,799.59,,2.49,2014,0,http://exoplanets.org/detail/Kepler-342_d,2014-03
Kepler-423 b,Transit,1,2.6843285,725.0,0.85,13.360999999999999,2014,0,,2014-11
Kepler-343 b,Transit,2,8.96855,952.34,,2.41,2014,0,http://exoplanets.org/detail/Kepler-343_b,2014-03
Kepler-343 c,Transit,2,23.22182,952.34,,2.02,2014,0,http://exoplanets.org/detail/Kepler-343_c,2014-03
Kepler-424 c,Radial Velocity,2,223.3,712.87,1.01,,2014,0,,2014-11
Kepler-339 d,Transit,3,10.558345,627.67,,1.17,2014,0,http://exoplanets.org/detail/Kepler-339_d,2014-03
Kepler-107 c,Transit,4,4.901452,525.5,1.24,1.597,2014,0,http://exoplanets.org/detail/Kepler-107_c,2014-03
Kepler-107 e,Transit,4,14.749143,525.5,1.24,2.903,2014,0,http://exoplanets.org/detail/Kepler-107_e,2014-03
Kepler-336 b,Transit,3,2.024823,2331.54,,1.02,2014,0,http://exoplanets.org/detail/Kepler-336_b,2014-03
Kepler-336 c,Transit,3,9.600001,2331.54,,2.1,2014,0,http://exoplanets.org/detail/Kepler-336_c,2014-03
Kepler-336 d,Transit,3,20.678772,2331.54,,2.37,2014,0,http://exoplanets.org/detail/Kepler-336_d,2014-03
Kepler-337 b,Transit,2,3.292781,691.41,,1.54,2014,0,http://exoplanets.org/detail/Kepler-337_b,2014-03
Kepler-337 c,Transit,2,9.693201,691.41,,2.05,2014,0,http://exoplanets.org/detail/Kepler-337_c,2014-03
Kepler-106 b,Transit,4,6.16486,449.98,1.0,0.82,2014,0,,2014-02
Kepler-106 c,Transit,4,13.5708,449.98,1.0,2.5,2014,0,,2014-02
Kepler-106 d,Transit,4,23.9802,449.98,1.0,0.95,2014,0,,2014-02
Kepler-106 e,Transit,4,43.8445,449.98,1.0,2.56,2014,0,,2014-02
Kepler-338 b,Transit,4,13.726976,561.69,,2.44,2014,0,http://exoplanets.org/detail/Kepler-338_b,2014-03
Kepler-338 c,Transit,4,24.310856,561.69,,2.34,2014,0,http://exoplanets.org/detail/Kepler-338_c,2014-03
Kepler-151 c,Transit,2,24.674612,662.19,,2.09,2014,0,http://exoplanets.org/detail/Kepler-151_c,2014-03
Kepler-428 b,Transit,1,3.52563254,720.0,0.87,12.11,2014,0,http://exoplanets.org/detail/Kepler-428_b,2014-12
Kepler-151 b,Transit,2,15.228958,662.19,,3.06,2014,0,http://exoplanets.org/detail/Kepler-151_b,2014-03
Kepler-338 d,Transit,4,44.431014,561.69,,3.0,2014,0,http://exoplanets.org/detail/Kepler-338_d,2014-03
Kepler-427 b,Transit,1,10.290994,1100.0,0.96,13.79,2014,0,,2014-12
Kepler-426 b,Transit,1,3.21751883,880.0,0.91,12.22,2014,0,,2014-12
Kepler-425 b,Transit,1,3.79701816,650.0,0.93,10.962,2014,0,,2014-12
Kepler-338 e,Transit Timing Variations,4,9.341,561.69,,1.56,2014,0,,2014-05
Kepler-339 b,Transit,3,4.977656,627.67,,1.42,2014,0,http://exoplanets.org/detail/Kepler-339_b,2014-03
Kepler-107 b,Transit,4,3.1800218,525.5,1.24,1.536,2014,0,http://exoplanets.org/detail/Kepler-107_b,2014-03
Kepler-344 b,Transit,2,21.963945,1032.08,,2.61,2014,0,http://exoplanets.org/detail/Kepler-344_b,2014-03
Kepler-107 d,Transit,4,7.95839,525.5,1.24,0.86,2014,0,http://exoplanets.org/detail/Kepler-107_d,2014-03
Kepler-339 c,Transit,3,6.988055,627.67,,1.15,2014,0,http://exoplanets.org/detail/Kepler-339_c,2014-03
Kepler-344 c,Transit,2,125.596809,1032.08,,2.95,2014,0,http://exoplanets.org/detail/Kepler-344_c,2014-03
Kepler-149 d,Transit,3,160.018032,580.57,,3.96,2014,0,http://exoplanets.org/detail/Kepler-149_d,2014-03
Kepler-109 c,Transit,2,21.2227,481.4,1.04,2.52,2014,0,,2014-02
Kepler-351 c,Transit,3,57.24809,1117.85,,3.19,2014,0,http://exoplanets.org/detail/Kepler-351_c,2014-03
Kepler-352 b,Transit,2,10.05537,254.59,,0.86,2014,0,http://exoplanets.org/detail/Kepler-352_b,2014-03
Kepler-352 c,Transit,2,16.332995,254.59,,1.24,2014,0,http://exoplanets.org/detail/Kepler-352_c,2014-03
Kepler-353 b,Transit,2,5.795278,388.92,,0.89,2014,0,http://exoplanets.org/detail/Kepler-353_b,2014-03
Kepler-353 c,Transit,2,8.410894,388.92,,1.38,2014,0,http://exoplanets.org/detail/Kepler-353_c,2014-03
Kepler-111 b,Transit,2,3.341815,669.92,,1.58,2014,0,http://exoplanets.org/detail/Kepler-111_b,2014-03
Kepler-111 c,Transit,2,224.784608,669.92,,7.3,2014,0,http://exoplanets.org/detail/Kepler-111_c,2014-03
Kepler-147 c,Transit,2,33.416423,1073.89,,2.43,2014,0,http://exoplanets.org/detail/Kepler-147_c,2014-03
Kepler-147 b,Transit,2,12.610584,1073.89,,1.53,2014,0,http://exoplanets.org/detail/Kepler-147_b,2014-03
Kepler-354 b,Transit,3,5.47666,562.96,,1.84,2014,0,http://exoplanets.org/detail/Kepler-354_b,2014-03
Kepler-351 b,Transit,3,37.054919,1117.85,,3.06,2014,0,http://exoplanets.org/detail/Kepler-351_b,2014-03
Kepler-354 c,Transit,3,16.934402,562.96,,1.31,2014,0,http://exoplanets.org/detail/Kepler-354_c,2014-03
Kepler-354 d,Transit,3,24.209842,562.96,,1.24,2014,0,http://exoplanets.org/detail/Kepler-354_d,2014-03
Kepler-355 b,Transit,2,11.03189,1493.7,,1.46,2014,0,http://exoplanets.org/detail/Kepler-355_b,2014-03
Kepler-355 c,Transit,2,25.762294,1493.7,,2.71,2014,0,http://exoplanets.org/detail/Kepler-355_c,2014-03
Kepler-58 d,Transit,3,40.101371,996.32,,2.94,2014,0,http://exoplanets.org/detail/Kepler-58_d,2014-03
Kepler-356 b,Transit,2,4.612696,722.14,,1.57,2014,0,http://exoplanets.org/detail/Kepler-356_b,2014-03
Kepler-112 b,Transit,2,8.408878,520.9,,2.36,2014,0,http://exoplanets.org/detail/Kepler-112_b,2014-03
Kepler-112 c,Transit,2,28.574263,520.9,,2.4,2014,0,http://exoplanets.org/detail/Kepler-112_c,2014-03
Kepler-356 c,Transit,2,13.121632,722.14,,1.81,2014,0,http://exoplanets.org/detail/Kepler-356_c,2014-03
Kepler-357 b,Transit,3,6.475434,702.21,,1.84,2014,0,http://exoplanets.org/detail/Kepler-357_b,2014-03
Kepler-357 c,Transit,3,16.85837,702.21,,2.67,2014,0,http://exoplanets.org/detail/Kepler-357_c,2014-03
Kepler-133 b,Transit,2,8.129976,665.37,,1.76,2014,0,http://exoplanets.org/detail/Kepler-133_b,2014-03
HD 108341 b,Radial Velocity,1,1129.0,49.4,0.84,,2014,0,,2015-04
Kepler-350 b,Transit,3,11.189562,983.79,,1.85,2014,0,http://exoplanets.org/detail/Kepler-350_b,2014-03
Kepler-421 b,Transit,1,704.1984,320.0,0.79,4.16,2014,0,http://exoplanets.org/detail/Kepler-421_b,2014-11
Kepler-335 c,Transit,2,67.844469,1327.48,,3.07,2014,0,http://exoplanets.org/detail/Kepler-335_c,2014-03
Kepler-149 c,Transit,3,55.328328,580.57,,1.61,2014,0,http://exoplanets.org/detail/Kepler-149_c,2014-03
GJ 180 c,Radial Velocity,3,24.329,11.94,0.43,,2014,0,,2014-06
Kepler-149 b,Transit,3,29.198943,580.57,,4.21,2014,0,http://exoplanets.org/detail/Kepler-149_b,2014-03
Kepler-345 b,Transit,2,7.415563,362.46,,0.74,2014,0,http://exoplanets.org/detail/Kepler-345_b,2014-03
Kepler-345 c,Transit,2,9.387427,362.46,,1.2,2014,0,http://exoplanets.org/detail/Kepler-345_c,2014-03
Kepler-346 b,Transit,2,6.511127,1012.42,,2.66,2014,0,http://exoplanets.org/detail/Kepler-346_b,2014-03
Kepler-346 c,Transit,2,23.851549,1012.42,,3.07,2014,0,http://exoplanets.org/detail/Kepler-346_c,2014-03
Kepler-422 b,Transit,1,7.8914483,738.2,1.15,12.89,2014,0,,2014-11
Kepler-131 c,Transit,2,25.5169,230.19,1.02,0.84,2014,0,,2014-02
Kepler-347 b,Transit,2,12.79836,1349.45,,1.97,2014,0,http://exoplanets.org/detail/Kepler-347_b,2014-03
Kepler-347 c,Transit,2,27.320871,1349.45,,1.75,2014,0,http://exoplanets.org/detail/Kepler-347_c,2014-03
Kepler-348 b,Transit,2,7.05677,580.2,,1.52,2014,0,http://exoplanets.org/detail/Kepler-348_b,2014-03
GJ 229 b,Radial Velocity,2,526.115,5.76,0.58,,2014,0,,2014-06
GJ 27.1 b,Radial Velocity,1,15.819,23.62,0.53,,2014,0,,2014-06
Kepler-348 c,Transit,2,17.265427,580.2,,1.33,2014,0,http://exoplanets.org/detail/Kepler-348_c,2014-03
Kepler-349 b,Transit,2,5.929778,966.63,,1.9,2014,0,http://exoplanets.org/detail/Kepler-349_b,2014-03
Kepler-349 c,Transit,2,12.247629,966.63,,1.96,2014,0,http://exoplanets.org/detail/Kepler-349_c,2014-03
Kepler-131 b,Transit,2,16.092,230.19,1.02,2.41,2014,0,,2014-02
Kepler-110 b,Transit,2,12.691112,596.52,,1.83,2014,0,http://exoplanets.org/detail/Kepler-110_b,2014-03
Kepler-110 c,Transit,2,31.719775,596.52,,2.21,2014,0,http://exoplanets.org/detail/Kepler-110_c,2014-03
Kepler-148 c,Transit,3,4.180043,809.42,,3.6,2014,0,http://exoplanets.org/detail/Kepler-148_c,2014-03
Kepler-148 b,Transit,3,1.729366,809.42,,1.8,2014,0,http://exoplanets.org/detail/Kepler-148_b,2014-03
Kepler-109 b,Transit,2,6.48163,481.4,1.04,2.37,2014,0,,2014-02
Kepler-335 b,Transit,2,6.562331,1327.48,,3.39,2014,0,http://exoplanets.org/detail/Kepler-335_b,2014-03
Kepler-334 d,Transit,3,25.09849,431.86,,1.41,2014,0,http://exoplanets.org/detail/Kepler-334_d,2014-03
Kepler-152 b,Transit,2,18.207973,446.77,,2.79,2014,0,http://exoplanets.org/detail/Kepler-152_b,2014-03
WASP-106 b,Transit,1,9.28971,355.69,0.93,11.433,2014,0,,2014-10
Kepler-315 c,Transit,2,265.469335,1199.5,,4.15,2014,0,http://exoplanets.org/detail/Kepler-315_c,2014-03
Kepler-316 b,Transit,2,2.240508,389.22,,1.06,2014,0,http://exoplanets.org/detail/Kepler-316_b,2014-03
Kepler-316 c,Transit,2,6.827766,389.22,,1.16,2014,0,http://exoplanets.org/detail/Kepler-316_c,2014-03
WASP-117 b,Transit,1,10.02165,158.69,1.29,11.882,2014,0,,2014-08
Kepler-317 b,Transit,2,5.524242,965.85,,2.09,2014,0,http://exoplanets.org/detail/Kepler-317_b,2014-03
GJ 15 A b,Radial Velocity,2,11.4407,3.56,0.38,,2014,0,,2014-10
Kepler-317 c,Transit,2,8.77501,965.85,,1.72,2014,0,http://exoplanets.org/detail/Kepler-317_c,2014-03
Kepler-318 b,Transit,2,4.662715,496.14,,4.71,2014,0,http://exoplanets.org/detail/Kepler-318_b,2014-03
Kapteyn c,Radial Velocity,1,121.54,3.93,0.28,,2014,0,,2014-09
Kepler-318 c,Transit,2,11.815007,496.14,,3.68,2014,0,http://exoplanets.org/detail/Kepler-318_c,2014-03
Kepler-319 b,Transit,3,4.362705,510.83,,1.63,2014,0,http://exoplanets.org/detail/Kepler-319_b,2014-03
Kepler-100 b,Transit,3,6.88705,307.34,1.08,1.32,2014,0,,2014-02
Kepler-100 c,Transit,3,12.8159,307.34,1.08,2.2,2014,0,http://exoplanets.org/detail/Kepler-100_c,2014-02
Kepler-100 d,Transit,3,35.3331,307.34,1.08,1.61,2014,0,,2014-02
Kepler-156 c,Transit,2,15.906801,449.22,,2.55,2014,0,http://exoplanets.org/detail/Kepler-156_c,2014-03
Kepler-156 b,Transit,2,4.973456,449.22,,2.3,2014,0,http://exoplanets.org/detail/Kepler-156_b,2014-03
Kepler-319 c,Transit,3,6.941357,510.83,,2.63,2014,0,http://exoplanets.org/detail/Kepler-319_c,2014-03
Kepler-319 d,Transit,3,31.781925,510.83,,2.29,2014,0,http://exoplanets.org/detail/Kepler-319_d,2014-03
WASP-88 b,Transit,1,4.954,531.61,0.94,16.365,2014,0,,2014-03
WASP-84 b,Transit,1,8.5234865,125.0,0.84,10.559000000000001,2014,0,,2014-12
Kepler-320 b,Transit,2,8.371554,846.74,,1.14,2014,0,http://exoplanets.org/detail/Kepler-320_b,2014-03
Kepler-320 c,Transit,2,17.934937,846.74,,1.37,2014,0,http://exoplanets.org/detail/Kepler-320_c,2014-03
WASP-104 b,Transit,1,1.7554137,143.0,1.08,12.745,2014,0,,2014-10
WASP-103 b,Transit,1,0.925542,470.0,1.22,17.127,2014,0,http://exoplanets.org/detail/WASP-103_b,2014-02
WASP-101 b,Transit,1,3.58572,202.39,1.41,16.029,2014,0,,2014-04
WASP-100 b,Transit,1,2.84938,368.28,0.77,14.908,2014,0,,2014-04
Kepler-306 e,Transit,4,44.840975,793.0,,2.27,2014,0,http://exoplanets.org/detail/Kepler-306_e,2014-03
WASP-94 A b,Transit,1,3.95019,212.46,1.67,17.71,2014,0,,2014-12
Kepler-308 b,Transit,2,9.694928,1384.3,,2.12,2014,0,http://exoplanets.org/detail/Kepler-308_b,2014-03
Kepler-308 c,Transit,2,15.38231,1384.3,,2.16,2014,0,http://exoplanets.org/detail/Kepler-308_c,2014-03
Kepler-309 b,Transit,2,5.923653,553.2,,1.56,2014,0,http://exoplanets.org/detail/Kepler-309_b,2014-03
Kepler-309 c,Transit,2,105.356383,553.2,,2.51,2014,0,http://exoplanets.org/detail/Kepler-309_c,2014-03
Kepler-158 c,Transit,2,28.551383,318.06,,1.9,2014,0,http://exoplanets.org/detail/Kepler-158_c,2014-03
Kepler-158 b,Transit,2,16.709184,318.06,,2.12,2014,0,http://exoplanets.org/detail/Kepler-158_b,2014-03
Kepler-31 d,Transit,3,87.6451,1747.58,1.21,3.9,2014,0,http://exoplanets.org/detail/Kepler-31_d,2014-03
Kepler-310 b,Transit,3,13.930698,612.87,,1.19,2014,0,http://exoplanets.org/detail/Kepler-310_b,2014-03
Kepler-310 c,Transit,3,56.47542,612.87,,3.38,2014,0,http://exoplanets.org/detail/Kepler-310_c,2014-03
Kepler-321 b,Transit,2,4.915379,388.83,,1.77,2014,0,http://exoplanets.org/detail/Kepler-321_b,2014-03
Kepler-310 d,Transit,3,92.876125,612.87,,2.47,2014,0,http://exoplanets.org/detail/Kepler-310_d,2014-03
Kepler-311 c,Transit,2,19.738286,796.53,,1.43,2014,0,http://exoplanets.org/detail/Kepler-311_c,2014-03
Kepler-312 b,Transit,2,1.772419,816.22,,1.29,2014,0,http://exoplanets.org/detail/Kepler-312_b,2014-03
KOI-1257 b,Transit,1,86.647661,900.0,0.99,10.54,2014,0,,2014-11
Kepler-312 c,Transit,2,19.747412,816.22,,3.15,2014,0,http://exoplanets.org/detail/Kepler-312_c,2014-03
Kepler-313 b,Transit,2,14.970418,1079.4,,2.53,2014,0,http://exoplanets.org/detail/Kepler-313_b,2014-03
Kepler-313 c,Transit,2,32.273273,1079.4,,2.57,2014,0,http://exoplanets.org/detail/Kepler-313_c,2014-03
Kepler-314 b,Transit,2,2.461069,270.97,,0.83,2014,0,http://exoplanets.org/detail/Kepler-314_b,2014-03
Kepler-157 c,Transit,3,13.5405,791.27,,2.24,2014,0,http://exoplanets.org/detail/Kepler-157_c,2014-03
Kepler-157 b,Transit,3,1.732342,791.27,,1.32,2014,0,http://exoplanets.org/detail/Kepler-157_b,2014-03
Kepler-314 c,Transit,2,5.960392,270.97,,2.9,2014,0,http://exoplanets.org/detail/Kepler-314_c,2014-03
Kepler-315 b,Transit,2,96.101141,1199.5,,3.77,2014,0,http://exoplanets.org/detail/Kepler-315_b,2014-03
Kepler-311 b,Transit,2,9.176092,796.53,,1.7,2014,0,http://exoplanets.org/detail/Kepler-311_b,2014-03
Kepler-357 d,Transit,3,49.499875,702.21,,3.43,2014,0,http://exoplanets.org/detail/Kepler-357_d,2014-03
Kepler-101 b,Transit,2,3.4876812,953.44,1.17,5.77,2014,0,http://exoplanets.org/detail/Kepler-101_b,2014-03
Kepler-155 c,Transit,2,52.661793,295.99,,2.24,2014,0,http://exoplanets.org/detail/Kepler-155_c,2014-03
Kepler-329 c,Transit,2,18.684737,445.2,,1.93,2014,0,http://exoplanets.org/detail/Kepler-329_c,2014-03
HD 100546 b,Imaging,1,,110.02,2.4,77.342,2014,0,,2015-07
HD 103720 b,Radial Velocity,1,4.5557,41.6,0.79,,2014,0,,2015-04
Kepler-330 b,Transit,2,8.25978,732.46,,1.35,2014,0,http://exoplanets.org/detail/Kepler-330_b,2014-03
Kepler-104 b,Transit,3,11.427548,405.42,,3.1,2014,0,,2014-03
Kepler-104 c,Transit,3,23.668205,405.42,,3.13,2014,0,http://exoplanets.org/detail/Kepler-104_c,2014-03
Kepler-104 d,Transit,3,51.755394,405.42,,3.58,2014,0,http://exoplanets.org/detail/Kepler-104_d,2014-03
Kepler-330 c,Transit,2,15.955387,732.46,,1.95,2014,0,http://exoplanets.org/detail/Kepler-330_c,2014-03
Kepler-153 c,Transit,2,46.90232,465.53,,2.53,2014,0,http://exoplanets.org/detail/Kepler-153_c,2014-03
Kepler-153 b,Transit,2,18.870227,465.53,,2.92,2014,0,http://exoplanets.org/detail/Kepler-153_b,2014-03
Kepler-331 b,Transit,3,8.457496,589.63,,1.82,2014,0,http://exoplanets.org/detail/Kepler-331_b,2014-03
Kepler-331 c,Transit,3,17.28111,589.63,,1.84,2014,0,http://exoplanets.org/detail/Kepler-331_c,2014-03
Kepler-331 d,Transit,3,32.134328,589.63,,1.64,2014,0,http://exoplanets.org/detail/Kepler-331_d,2014-03
Kepler-332 b,Transit,3,7.626324,347.65,,1.17,2014,0,http://exoplanets.org/detail/Kepler-332_b,2014-03
Kepler-332 c,Transit,3,15.995622,347.65,,1.09,2014,0,http://exoplanets.org/detail/Kepler-332_c,2014-03
Kepler-332 d,Transit,3,34.21154,347.65,,1.18,2014,0,http://exoplanets.org/detail/Kepler-332_d,2014-03
Kepler-333 b,Transit,2,12.551158,327.47,,1.32,2014,0,http://exoplanets.org/detail/Kepler-333_b,2014-03
Kepler-132 d,Transit,4,18.010199,303.0,,1.55,2014,0,http://exoplanets.org/detail/Kepler-132_d,2014-03
Kepler-333 c,Transit,2,24.08821,327.47,,1.11,2014,0,http://exoplanets.org/detail/Kepler-333_c,2014-03
Kepler-334 b,Transit,3,5.470319,431.86,,1.12,2014,0,http://exoplanets.org/detail/Kepler-334_b,2014-03
Kepler-105 c,Transit,2,7.1262,465.33,0.96,1.31,2014,0,http://exoplanets.org/detail/Kepler-105_c,2014-03
Kepler-334 c,Transit,3,12.758005,431.86,,1.43,2014,0,http://exoplanets.org/detail/Kepler-334_c,2014-03
Kepler-152 c,Transit,2,88.255055,446.77,,2.39,2014,0,http://exoplanets.org/detail/Kepler-152_c,2014-03
GJ 160.2 b,Radial Velocity,1,5.2354,25.88,0.69,,2014,0,,2014-06
Kepler-329 b,Transit,2,7.416397,445.2,,1.4,2014,0,http://exoplanets.org/detail/Kepler-329_b,2014-03
Kepler-103 c,Transit,2,179.612,501.93,1.09,5.14,2014,0,,2014-02
Kepler-103 b,Transit,2,15.9654,501.93,1.09,3.37,2014,0,,2014-02
Kepler-155 b,Transit,2,5.931194,295.99,,2.09,2014,0,http://exoplanets.org/detail/Kepler-155_b,2014-03
